law_name,article_no,content,effective_date,summary
AI 기본법 시행령,제10조,"제10조(인공지능안전연구소의 운영 등) ① 법 제12조제2항제7호에서 “대통령령으로 정하는 사업”이란 다음 각 호의 사업을 말한다.
1. 법 제12조제1항에 따른 인공지능안전(이하 “인공지능안전”이라 한다) 관련 자문 및 교육
2. 인공지능안전 관련 평가 시스템의 구축 및 운영
3. 인공지능안전 관련 데이터(「데이터 산업진흥 및 이용촉진에 관한 기본법」 제2조제1호에 따른 데이터를 말한다)의 확보 및 공개
4. 인공지능안전 관련 통계 및 정보의 분석·제공·공유
5. 그 밖에 인공지능안전을 위하여 과학기술정보통신부장관이 필요하다고 인정하는 사업
② 과학기술정보통신부장관은 법 제12조제1항에 따른 인공지능안전연구소(이하 “안전연구소”라 한다)의 전문적이고 효율적인 운영 및 우수한 전문인력의 확보 등을 위하여 다음 각 호의 사항이 포함된 운영규정의 기준을 정할 수 있다.
1. 조직 및 인사에 관한 사항
2. 연구보안 및 윤리에 관한 사항
3. 국내외 협력 체계 구축 및 운영에 관한 사항
4. 예산 및 회계에 관한 사항
5. 그 밖에 안전연구소의 전문적이고 효율적인 운영을 위하여 필요한 사항
③ 안전연구소는 법 제12조제2항 각 호의 사업을 수행하기 위하여 필요한 경우에는 국가기관등에 관련 자료의 제공을 요청할 수 있다.
④ 안전연구소는 전년도 사업실적과 해당 연도의 사업계획을 매년 1월 31일까지 과학기술정보통신부장관에게 제출해야 한다.",2026-07-21,"인공지능안전연구소 운영 세부사항. 안전 관련 자문·평가시스템·데이터 확보 사업, 운영규정 기준, 매년 사업계획 제출"
AI 기본법 시행령,제11조,"제11조(인공지능기술 개발 및 안전한 이용 지원) 법 제13조제1항제5호에서 “대통령령으로 정하는 사업”이란 다음 각 호의 사업을 말한다.
1. 인공지능기술의 개발·연구·조사를 위한 인프라 구축 및 활용 지원
2. 외국의 인공지능기술의 개발·연구·조사 전문단체 또는 국제기구와의 협업·공동 연구
3. 그 밖에 중앙행정기관의 장이 인공지능기술의 개발·연구·조사와 관련하여 필요하다고 인정하는 사업",2026-07-21,"기술개발·안전이용 지원사업 세부내용. 인프라 구축, 국제협업·공동연구"
AI 기본법 시행령,제12조,"제12조(인공지능 학습용데이터 지원대상사업 등) ① 중앙행정기관의 장은 법 제15조제2항에 따라 다음 각 호의 사업을 지원대상사업으로 선정할 수 있다.
1. 학습용데이터의 생산 및 가공 기술 개발 사업
2. 인공지능서비스(법 제2조제6호에 따른 인공지능서비스를 말한다. 이하 같다) 개발을 위한 학습용데이터의 생산·수집·관리·유통·활용 촉진 및 품질수준 확보 등에 관한 사업
3. 관련 법제도 연구 및 학습용데이터 활용 등에 필요한 가이드·표준계약서 개발 등에 관한 사업
4. 그 밖에 중앙행정기관의 장이 학습용데이터의 생산·수집·관리·유통·활용 촉진 및 품질수준 확보를 위하여 필요하다고 인정하는 사업
② 중앙행정기관의 장은 제1항에 따른 지원대상사업을 선정할 때에는 다음 각 호의 사항을 고려해야 한다.
1. 법 제15조제1항에 따라 추진하는 시책과의 연계성
2. 학습용데이터의 생산·수집·관리·유통·활용 촉진 및 품질수준 확보 등에 대한 기여도
3. 인공지능산업에서의 데이터 활용도 제고, 인공지능산업 활성화, 창업·고용 창출 등 예상되는 경제적 파급효과
4. 제도적·기술적 실현 가능성 및 관련 법령 준수 여부
5. 그 밖에 학습용데이터의 생산·수집·관리·유통·활용 촉진 및 품질수준 확보 등에 관한 시책의 효율적 추진을 위하여 필요한 사항
③ 중앙행정기관의 장은 법 제15조제3항에 따른 학습용데이터 구축사업의 원활한 시행을 위하여 필요한 경우에는 국가기관등, 법인, 기관 및 단체와 민관협의체를 구성·운영할 수 있다.
④ 제1항부터 제3항까지에서 규정한 사항 외에 지원대상사업을 선정하기 위한 평가의 세부 기준과 평가 절차 등에 관하여 필요한 사항은 과학기술정보통신부장관이 정하여 고시한다.",2026-07-21,"학습용데이터 지원대상사업 선정기준. 데이터 생산·가공·품질확보 사업, 선정 시 고려사항(연계성, 기여도, 경제적 파급효과)"
AI 기본법 시행령,제13조,"제13조(학습용데이터 통합제공시스템의 구축 및 관리) ① 과학기술정보통신부장관은 법 제15조제4항에 따른 통합제공시스템(이하 “통합제공시스템”이라 한다)이 다음 각 호의 기능을 수행할 수 있도록 구축·관리해야 한다.
1. 학습용데이터의 통합 검색
2. 학습용데이터의 체계적 분류
3. 학습용데이터 출처 제공
4. 통합제공시스템과 국가기관등 및 민간단체 등이 운영하는 다른 데이터 플랫폼과의 연계
5. 학습용데이터의 가치평가 및 품질관리 관련 정보의 제공
6. 그 밖에 과학기술정보통신부장관이 학습용데이터 구축사업의 효율적 수행을 위하여 필요하다고 인정하는 기능
② 과학기술정보통신부장관은 중앙행정기관의 장, 지방자치단체의 장이나 공공기관(「지능정보화 기본법」 제2조제16호에 따른 공공기관을 말한다. 이하 같다)의 장에게 통합제공시스템과 각 기관이 보유한 개별 시스템 및 데이터와의 연계, 통합제공시스템의 운영을 위하여 필요한 정보 및 자료의 제출 등 협력을 요청할 수 있다. 이 경우 요청을 받은 기관의 장은 특별한 사유가 없으면 이에 따라야 한다.
③ 과학기술정보통신부장관은 제2항에 따라 정보 및 자료의 제출 등 협력을 요청하는 경우 「공공데이터의 제공 및 이용 활성화에 관한 법률」에 따른 공공데이터를 학습용데이터로 제공받으려는 사항에 대해서는 행정안전부장관과 협의해야 한다.<신설 2026. 7. 20.>
④ 과학기술정보통신부장관은 통합제공시스템을 통하여 제공하는 학습용데이터의 최신성, 정확성 및 상호 연계성이 유지되도록 노력해야 한다.<개정 2026. 7. 20.>",2026-07-21,"통합제공시스템 구축·관리. 통합검색·분류·연계 기능, 데이터 최신성·정확성 유지 노력"
AI 기본법 시행령,제14조,"제14조(비용의 징수) ① 과학기술정보통신부장관은 법 제15조제5항에 따라 통합제공시스템을 이용하는 자에 대하여 비용을 징수할 수 있으며, 학습용데이터의 종류 및 활용 목적에 따라 이용료를 차등 적용할 수 있다.
② 과학기술정보통신부장관은 제1항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 통합제공시스템의 이용료를 감면할 수 있다.
1. 중앙행정기관, 지방자치단체 또는 공공기관이 이용하는 경우
2. 비영리 연구기관 또는 교육기관이 학술연구 또는 교육 목적으로 이용하는 경우
3. 그 밖에 과학기술정보통신부장관이 학습용데이터의 종류 및 활용 목적을 고려하여 감면이 필요하다고 인정하는 경우
③ 통합제공시스템의 이용료 부과 기준, 감면 대상 및 부과 절차 등에 관한 세부사항은 과학기술정보통신부장관이 정하여 고시한다.",2026-07-21,"통합제공시스템 이용료 징수·감면 기준"
AI 기본법 시행령,제15조,"제15조(인공지능기술 도입·활용 지원) ① 법 제16조제2항제5호에서 “대통령령으로 정하는 사항”이란 다음 각 호의 사항을 말한다.
1. 인공지능시스템과 인공지능시스템 구축·실행을 위한 기기·장비 또는 기반시설의 구축 및 제공
2. 인공지능기술 및 국가기관등의 인공지능기술 도입·활용 사례에 관한 정보 제공
3. 이용자 또는 영향받는 자를 보호하기 위하여 필요한 교육 및 기술 지원
4. 그 밖에 인공지능기술 도입 및 활용을 촉진하기 위하여 중앙행정기관의 장 또는 지방자치단체의 장이 필요하다고 인정하는 사항
② 과학기술정보통신부장관과 행정안전부장관은 관계 중앙행정기관의 장 또는 지방자치단체의 장과 협의하여 법 제16조제2항 각 호에 따른 지원의 구체적 방안을 수립하여 지원할 수 있다.<개정 2026. 7. 20.>
③ 과학기술정보통신부장관 또는 행정안전부장관은 제2항에 따라 지원의 구체적 방안을 수립했을 때에는 과학기술정보통신부 또는 행정안전부의 인터넷 홈페이지에 공고하거나 안내 자료를 제작하여 기업 또는 공공기관 등에 제공해야 한다.<개정 2026. 7. 20.>
④ 법 제16조제3항 본문에서 “대통령령으로 정하는 인공지능제품 또는 인공지능서비스”란 과학기술정보통신부장관이 확인한 제품 또는 서비스를 말한다.<신설 2026. 7. 20.>
⑤ 제4항에 따른 확인의 기준 및 절차 등에 관하여 필요한 사항은 과학기술정보통신부장관이 행정안전부장관과 협의하여 고시한다.<신설 2026. 7. 20.>",2026-07-21,"AI기술 도입·활용 지원 세부사항. 공공조달 확인제품 기준, 지원방안 수립·공고 절차"
AI 기본법 시행령,제15조의2,"제15조의2(인공지능제품 및 인공지능서비스 이용비용의 지원) ① 법 제17조의2제1항에 따른 비용 지원 대상은 다음 각 호의 사람으로 한다.
1. 제1조의2제1호부터 제9호까지의 사람
2. 「국가과학기술 경쟁력 강화를 위한 이공계지원 특별법」 제2조제1호에 따른 이공계인력
3. 「국가유공자 등 예우 및 지원에 관한 법률」 제6조에 따라 등록된 국가유공자 중 같은 법 제6조의4에 따른 상이등급 판정을 받은 사람
4. 「지방대학 및 지역균형인재 육성에 관한 법률」 제2조제2호에 따른 지역균형인재
5. 그 밖에 경제적 여건으로 인하여 인공지능제품 또는 인공지능서비스를 이용하기 어려운 사람으로서 비용의 전부 또는 일부를 지원할 필요가 있다고 중앙행정기관의 장 또는 지방자치단체의 장이 인정하는 사람
② 법 제17조의2제1항에 따른 비용 지원을 받으려는 사람은 중앙행정기관의 장 또는 지방자치단체의 장이 공고하는 바에 따라 중앙행정기관의 장 또는 지방자치단체의 장에게 신청해야 한다. 이 경우 중앙행정기관의 장 또는 지방자치단체의 장은 다음 각 호의 사항을 고려한 신청 대상 및 내용 등의 지원 기준을 마련하여 공고해야 한다.
1. 신청인의 인공지능제품 또는 인공지능서비스 활용 필요성
2. 신청인의 경제적·지역적·신체적 또는 사회적 여건
3. 예산의 규모 및 지원의 형평성
[본조신설 2026. 7. 20.]",2026-07-21,"AI 이용비용 지원 대상 및 신청절차. 취약계층, 이공계인력, 국가유공자, 지역균형인재 등 구체적 대상, 신청 및 지원기준 공고"
AI 기본법 시행령,제15조의3,"제15조의3(창업의 활성화 등) 중앙행정기관의 장은 법 제18조제3항에 따라 인공지능산업 분야의 창업을 활성화하기 위하여 중소벤처기업부장관과 협의한 결과를 반영하여 「벤처투자 촉진에 관한 법률」 제66조제1항에 따라 설립된 한국벤처투자에 대하여 같은 법 제70조에 따른 벤처투자모태조합을 활용한 인공지능산업 관련 투자계획을 수립할 것을 요청할 수 있다.
[본조신설 2026. 7. 20.]",2026-07-21,"창업 활성화 세부절차. 한국벤처투자에 대한 벤처투자모태조합 활용 투자계획 요청"
AI 기본법 시행령,제16조,"제16조(국제협력 및 해외시장 진출 지원 위탁) ① 중앙행정기관의 장은 법 제22조제3항에 따라 같은 조 제2항 각 호의 사업을 위탁하거나 대행하게 하려는 경우에는 인공지능산업의 진흥, 연구개발 및 국제협력 관련 업무를 수행하는 공공기관이나 단체 중에서 선정해야 한다.
② 중앙행정기관의 장은 법 제22조제3항에 따라 업무를 위탁하거나 대행하게 하는 경우에는 위탁받거나 대행하는 기관 또는 단체와 위탁 또는 대행하는 업무의 내용을 해당 중앙행정기관의 인터넷 홈페이지에 공고해야 한다.",2026-07-21,"국제협력·해외진출 지원 위탁기관 선정기준 및 공고"
AI 기본법 시행령,제16조의2,"제16조의2(인공지능연구소의 설립) ① 법 제22조의2제1항에서 “대학, 기업 등 대통령령으로 정하는 자”란 다음 각 호의 어느 하나에 해당하는 자를 말한다.
1. 「고등교육법」 제2조에 따른 학교
2. 「과학기술분야 정부출연연구기관 등의 설립·운영 및 육성에 관한 법률」 제2조에 따른 과학기술분야 정부출연연구기관
3. 「민법」 제32조 또는 다른 법률에 따라 설립된 비영리법인
4. 「상법」 제169조에 따른 회사
5. 「정부출연연구기관 등의 설립·운영 및 육성에 관한 법률」 제2조에 따른 정부출연연구기관
6. 「지방자치단체출연 연구원의 설립 및 운영에 관한 법률」 제2조에 따른 지방자치단체출연 연구원
7. 「특정연구기관 육성법」 제2조에 따른 특정연구기관
8. 그 밖에 과학기술정보통신부장관이 법 제22조의2제5항에 따른 사업을 수행하기에 적합하다고 인정하는 법인, 단체 또는 기관
② 법 제22조의2제2항제3호에서 “대통령령으로 정하는 요건”이란 다음 각 호의 요건을 말한다.
1. 자립 운영에 필요한 재정적 능력을 보유하고 있을 것
2. 연구 데이터의 보호 및 개인정보 유출 방지를 위한 물리적·기술적 보안 대책과 내부관리 규정을 수립할 것
③ 제2항에서 규정한 요건에 관한 세부사항은 과학기술정보통신부장관이 정하여 고시한다.
[본조신설 2026. 7. 20.]",2026-07-21,"인공지능연구소 설립 가능기관(대학·정부출연연구기관·회사 등) 및 재정능력·보안대책 요건"
