law_name,article_no,content,effective_date,summary
AI 기본법,제11조,"제11조(인공지능정책센터) ① 과학기술정보통신부장관은 인공지능 관련 정책의 개발과 국제규범 정립·확산에 필요한 업무를 종합적으로 수행하기 위하여 인공지능정책센터(이하 “센터”라 한다)를 지정할 수 있다.
② 센터는 다음 각 호의 사업을 수행한다.
1. 기본계획의 수립·시행에 필요한 전문기술의 지원
2. 인공지능과 관련한 시책의 개발 및 관련 사업의 기획·시행에 관한 전문기술의 지원
3. 인공지능의 활용 확산에 따른 사회, 경제, 문화 및 국민의 일상생활 등에 미치는 영향의 조사·분석
4. 인공지능 및 인공지능기술 관련 정책 개발을 지원하기 위한 동향 분석, 사회·문화 변화와 미래예측 및 법·제도의 조사·연구
5. 다른 법령에서 센터의 업무로 정하거나 센터에 위탁한 사업
6. 그 밖에 국가기관등의 장이 위탁하는 사업
③ 그 밖에 센터의 지정 등에 필요한 사항은 대통령령으로 정한다.",2026-01-22,"인공지능정책센터 지정. 정책 개발, 국제규범 지원, 사회적 영향 조사·분석"
AI 기본법,제12조,"제12조(인공지능안전연구소) ① 과학기술정보통신부장관은 인공지능과 관련하여 발생할 수 있는 위험으로부터 국민의 생명·신체·재산 등을 보호하고 인공지능사회의 신뢰 기반을 유지하기 위한 상태(이하 “인공지능안전”이라 한다)를 확보하기 위한 업무를 전문적이고 효율적으로 수행하기 위하여 인공지능안전연구소(이하 “안전연구소”라 한다)를 운영할 수 있다.
② 안전연구소는 다음 각 호의 사업을 수행한다.
1. 인공지능안전 관련 위험 정의 및 분석
2. 인공지능안전 정책 연구
3. 인공지능안전 평가 기준·방법 연구
4. 인공지능안전 기술 및 표준화 연구
5. 인공지능안전 관련 국제교류·국제협력
6. 제32조에 따른 인공지능시스템의 안전성 확보에 관한 지원
7. 그 밖에 인공지능안전에 관한 사업으로서 대통령령으로 정하는 사업
③ 정부는 안전연구소의 운영과 사업 추진 등에 필요한 경비를 예산의 범위에서 출연하거나 지원할 수 있다.
④ 그 밖에 안전연구소의 운영 등에 필요한 사항은 대통령령으로 정한다.",2026-01-22,"인공지능안전연구소 운영. 안전 위험 정의·분석, 안전성 평가 기준·방법 연구, 제32조 안전성 확보 지원"
AI 기본법,제13조,"제13조(인공지능기술 개발 및 안전한 이용 지원) ① 정부는 인공지능기술 개발 활성화를 위하여 다음 각 호의 사업을 지원할 수 있다.
1. 국내외 인공지능기술 동향·수준 및 관련 제도의 조사
2. 인공지능기술의 연구·개발, 시험 및 평가 또는 개발된 기술의 활용
3. 인공지능기술 확산, 인공지능기술 협력·이전 등 기술의 실용화 및 사업화 지원
4. 인공지능기술의 구현을 위한 정보의 원활한 유통 및 산학협력
5. 그 밖에 인공지능기술의 개발 및 연구·조사와 관련하여 대통령령으로 정하는 사업
② 정부는 인공지능기술의 안전하고 편리한 이용을 위하여 다음 각 호의 사업을 지원할 수 있다.
1. 「지능정보화 기본법」 제60조제1항 각 호의 사항을 인공지능기술로 구현하는 연구개발 사업
2. 「지능정보화 기본법」 제60조제3항에 따른 비상정지 기능을 인공지능제품 또는 인공지능서비스에서 구현하기 위한 기술 연구 지원 및 해당 기술의 확산을 위한 사업
3. 인공지능기술의 개발에 있어서 「지능정보화 기본법」 제61조제2항에 따른 사생활등의 보호에 적합한 설계 기준 및 기술의 연구개발 및 보급 사업
4. 인공지능기술의 「지능정보화 기본법」 제56조제1항에 따른 사회적 영향평가의 실시와 적용을 위한 연구개발 사업
5. 인공지능이 인간의 존엄성 및 기본권을 존중하는 방향으로 개발·이용될 수 있도록 하는 기술 또는 기준 등의 연구개발 및 보급 사업
6. 인공지능의 안전한 개발과 이용을 위한 인식개선, 올바른 이용방법과 안전 환경 조성을 위한 교육 및 홍보 사업
7. 그 밖에 인공지능의 개발과 이용에 있어서 국민의 기본권, 신체와 재산을 보호하기 위하여 필요한 사업
③ 정부는 제2항에 따른 사업의 결과를 누구든지 손쉽게 이용할 수 있도록 공개하고 보급하여야 한다. 이 경우 기술을 개발한 자를 보호하기 위하여 필요한 경우에는 보호기간을 정하여 기술사용료를 받을 수 있게 하거나 그 밖의 방법으로 보호할 수 있다.",2026-01-22,"기술개발 및 안전이용 지원사업. 비상정지 기능, 사생활 보호 설계, 사회적 영향평가 연구개발 지원"
AI 기본법,제14조,"제14조(인공지능기술의 표준화) ① 정부는 인공지능기술, 학습용데이터, 인공지능의 안전성·신뢰성 등과 관련된 표준화를 위하여 다음 각 호의 사업을 추진할 수 있다. <개정 2026. 1. 20.>
1. 인공지능기술 관련 표준의 제정·개정 및 폐지와 그 보급
2. 인공지능기술 관련 국내외 표준의 조사·연구개발
3. 그 밖에 인공지능기술 관련 표준화 사업
② 정부는 제1항제1호에 따라 제정된 표준을 고시하여 관련 사업자에게 그 준수를 권고할 수 있다.
③ 정부는 민간 부문에서 추진하는 인공지능기술 관련 표준화 사업에 필요한 지원을 할 수 있다.
④ 정부는 인공지능기술 표준과 관련된 국제표준기구 또는 국제표준기관과 협력체계를 유지·강화하여야 한다.
⑤ 그 밖에 제1항 및 제3항에 따른 표준화 사업의 추진 및 지원 등과 관련하여 필요한 사항은 대통령령으로 정한다.",2026-01-22,"인공지능기술 표준화. 표준 제정·고시·준수 권고, 국제표준 협력체계"
AI 기본법,제15조,"제15조(인공지능 학습용데이터 관련 시책의 수립 등) ① 과학기술정보통신부장관은 관계 중앙행정기관의 장과 협의하여 학습용데이터의 생산·수집·관리·유통·활용 촉진 및 품질수준 확보 등을 위하여 필요한 시책을 추진하여야 한다. <개정 2026. 1. 20.>
② 정부는 학습용데이터의 생산·수집·관리·유통 및 활용 등에 관한 시책을 효율적으로 추진하기 위하여 지원대상사업을 선정하고 예산의 범위에서 지원할 수 있다.
③ 정부는 학습용데이터의 생산·수집·관리·유통 및 활용의 활성화 등을 위하여 다양한 학습용데이터를 제작·생산하여 제공하는 사업(이하 “학습용데이터 구축사업”이라 한다)을 시행할 수 있다.
④ 과학기술정보통신부장관은 학습용데이터 구축사업의 효율적 수행을 위하여 학습용데이터를 통합적으로 제공·관리할 수 있는 시스템(이하 “통합제공시스템”이라 한다)을 구축·관리하고 민간이 자유롭게 이용할 수 있도록 제공하여야 한다.
⑤ 과학기술정보통신부장관은 통합제공시스템을 이용하는 자에 대하여 비용을 징수할 수 있다.
⑥ 그 밖에 제2항에 따른 지원대상사업의 선정 및 지원, 학습용데이터 구축사업의 시행, 통합제공시스템의 구축·관리 및 제5항에 따른 비용의 징수 등에 필요한 사항은 대통령령으로 정한다.",2026-01-22,"학습용데이터 시책. 데이터 생산·수집·품질 확보, 학습용데이터 구축사업, 통합제공시스템"
AI 기본법,제16조,"제16조(인공지능기술 도입·활용 시책 등) ① 국가 및 지방자치단체는 기업 및 공공기관의 인공지능기술 도입 촉진 및 활용 확산을 위한 시책을 수립·시행하여야 한다. <신설 2026. 1. 20.>
② 국가 및 지방자치단체는 기업 및 공공기관의 인공지능기술 도입 촉진 및 활용 확산을 위하여 필요한 경우에는 다음 각 호의 지원을 할 수 있다.<개정 2026. 1. 20.>
1. 인공지능기술, 인공지능제품 또는 인공지능서비스의 개발 지원 및 연구·개발 성과의 확산
2. 인공지능기술을 도입·활용하고자 하는 기업 및 공공기관에 대한 컨설팅 지원
2의2. 공공기관이 보유·관리하고 있는 데이터를 학습용데이터로 생성·제공하고 적절한 품질수준을 확보하기 위하여 필요한 지원
3. 「중소기업기본법」 제2조제1항에 따른 중소기업, 「벤처기업육성에 관한 특별법」 제2조제1항에 따른 벤처기업 및 「소상공인기본법」 제2조제1항에 따른 소상공인(이하 “중소기업등”이라 한다)의 임직원에 대한 인공지능기술 도입 및 활용 관련 교육 지원
4. 중소기업등의 인공지능기술 도입 및 활용에 사용되는 자금의 지원
5. 그 밖에 기업 및 공공기관의 인공지능기술 도입 및 활용을 촉진하기 위하여 대통령령으로 정하는 사항
③ 국가기관등은 업무 수행에 필요한 제품 또는 서비스를 구매하거나 용역을 발주하려는 경우 대통령령으로 정하는 인공지능제품 또는 인공지능서비스를 우선적으로 고려하여야 한다. 다만, 업무 특성상 인공지능기술의 활용이 적합하지 아니한 경우에는 그러하지 아니하다.<신설 2026. 1. 20.>
④ 제3항에 따른 인공지능제품 또는 인공지능서비스의 구매 또는 사용으로 국가기관등에 손해가 발생한 경우에도 그 구매 또는 사용 업무를 담당한 자는 해당 기관의 손해에 대하여 배상할 책임이 없다. 다만, 해당 업무 담당자의 고의 또는 중대한 과실로 손해가 발생한 경우에는 그러하지 아니하다.<신설 2026. 1. 20.>
⑤ 제2항에 따른 지원에 필요한 사항은 대통령령으로 정한다.<개정 2026. 1. 20.>
[제목개정 2026. 1. 20.]",2026-01-22,"AI기술 도입·활용 촉진. 기업·공공기관 지원, 공공조달 우선고려, 구매담당자 손해배상책임 면제"
AI 기본법,제17조,"제17조(중소기업등을 위한 특별지원) ① 이 법에 따라 인공지능기술 및 인공지능산업과 관련한 각종 지원시책을 시행할 때에는 중소기업등을 우선 고려하여야 한다.
② 정부는 인공지능산업에 대한 중소기업등의 참여 활성화를 위하여 노력하여야 하며, 이와 관련한 사항을 기본계획에 반영하여야 한다.
③ 과학기술정보통신부장관은 인공지능의 안전성 및 신뢰성 확보를 위하여 중소기업등의 제34조에 따른 조치 이행 및 제35조에 따른 영향평가를 지원할 수 있다.",2026-01-22,"중소기업 특별지원. 지원시책 우선고려, 제34조 조치이행·제35조 영향평가 지원"
AI 기본법,제17조의2,"제17조의2(인공지능제품 및 인공지능서비스 이용비용의 지원) ① 국가와 지방자치단체는 경제적 여건으로 인하여 인공지능제품 및 인공지능서비스를 이용하기 어려운 사람에 대하여 예산의 범위에서 그 비용의 전부 또는 일부를 지원할 수 있다.
② 제1항에 따른 비용 지원의 요건과 대상 등에 필요한 사항은 대통령령으로 정한다.
[본조신설 2026. 1. 20.]",2026-07-21,"AI 이용비용 지원. 경제적 취약계층의 인공지능제품·서비스 이용비용 지원"
AI 기본법,제18조,"제18조(창업의 활성화 등) ① 정부는 인공지능산업 분야의 창업을 활성화하기 위하여 다음 각 호의 사업을 추진할 수 있다.
1. 인공지능산업 분야의 창업자 발굴 및 육성·지원 등에 관한 사업
2. 인공지능산업 분야의 창업 활성화를 위한 교육·훈련에 관한 사업
3. 제21조에 따른 전문인력의 우수 인공지능기술에 대한 사업화 지원
4. 인공지능기술의 가치평가 및 창업자금의 금융지원
5. 인공지능 관련 연구 및 기술개발 성과의 제공
6. 인공지능산업 분야의 창업을 지원하는 기관·단체의 육성
7. 그 밖에 인공지능산업 분야의 창업 활성화를 위하여 필요한 사업
② 지방자치단체는 인공지능산업 분야의 창업을 지원하는 공공기관 등 공공단체에 출연하거나 출자할 수 있다.
③ 중앙행정기관의 장은 인공지능산업 분야의 창업을 활성화하기 위하여 중소벤처기업부장관과 협의하여 「벤처투자 촉진에 관한 법률」 제70조에 따른 벤처투자모태조합을 활용한 지원을 할 수 있다.<신설 2026. 1. 20.>
④ 제3항에 따른 지원을 위한 자금은 다음 각 호의 재원으로 조성한다.<신설 2026. 1. 20.>
1. 국가, 지방자치단체 또는 공공기관의 출자금
2. 국가, 지방자치단체 또는 공공기관 외의 자로서 인공지능산업과 관련하여 벤처투자모태조합에 출자를 희망하는 자의 출자금
3. 그 밖의 부대수입
⑤ 제3항에 따른 벤처투자모태조합에의 출자에 필요한 사항은 대통령령으로 정한다.<신설 2026. 1. 20.>
[제목개정 2026. 1. 20.]",2026-07-21,"창업 활성화. 창업자 발굴·육성, 창업자금 금융지원, 벤처투자모태조합 출자"
AI 기본법,제19조,"제19조(인공지능 융합의 촉진) ① 정부는 인공지능산업과 그 밖의 산업 간 융합을 촉진하고 전 분야에서 인공지능 활용을 활성화하기 위하여 필요한 시책을 수립하여 추진하여야 한다.
② 정부는 인공지능 융합 제품 및 서비스의 개발을 지원하기 위하여 필요한 경우에는 「국가연구개발혁신법」에 따른 국가연구개발사업에 인공지능 융합 제품 및 서비스에 관한 연구개발과제를 우선적으로 반영하여 추진할 수 있다.
③ 정부는 제2항에 따라 개발된 인공지능 융합 제품 및 서비스에 대하여는 「정보통신 진흥 및 융합 활성화 등에 관한 특별법」 제37조에 따른 임시허가 및 같은 법 제38조의2에 따른 실증을 위한 규제특례가 원활히 시행될 수 있도록 적극 지원하여야 한다.",2026-01-22,"산업 간 융합 촉진. 인공지능 융합 제품·서비스 연구개발, 임시허가·실증 규제특례 지원"
AI 기본법,제20조,"제20조(제도개선 등) ① 정부는 인공지능산업의 발전과 신뢰 기반 조성을 위하여 법령의 정비 등 관련 제도를 개선할 수 있도록 노력하여야 한다.
② 정부는 제1항에 따른 제도개선을 촉진하기 위하여 관련 법·제도의 연구 및 사회 각계의 의견수렴 등에 필요한 행정적·재정적 지원을 할 수 있다.",2026-01-22,"제도개선. 법령 정비 노력, 의견수렴을 위한 행정적·재정적 지원"
AI 기본법,제21조,"제21조(전문인력의 확보) ① 과학기술정보통신부장관은 인공지능기술의 개발 및 인공지능산업의 발전을 위하여 「지능정보화 기본법」 제23조제1항에 따른 시책에 따라 인공지능 및 인공지능기술 관련 전문인력을 양성하고 지원할 수 있도록 다음 각 호의 사업을 추진할 수 있다. <개정 2026. 1. 20.>
1. 전문인력의 직무역량 강화 및 경력개발을 위한 교육훈련 프로그램 개발·활용
2. 전문인력의 취업 지원 및 신규 인력유입 활성화 등 고용 촉진
3. 전문인력의 공직 진출 기회 확대 등 진출 다변화 촉진
4. 전문인력의 국내외 연수 지원 및 국제교류 활성화
5. 전문인력의 근로환경 개선과 처우 증진 등 복지 향상
6. 그 밖에 인공지능 및 인공지능기술 관련 전문인력의 양성·지원을 위한 사업
② 정부는 인공지능 및 인공지능기술 관련 해외 전문인력의 확보를 위하여 다음 각 호의 시책을 추진할 수 있다.
1. 인공지능 및 인공지능기술 관련 해외 대학·연구기관·기업 등의 전문인력에 관한 조사·분석
2. 해외 전문인력의 유치를 위한 국제네트워크 구축
3. 해외 전문인력의 국내 취업 지원
4. 국내 인공지능 연구기관의 해외진출 및 해외 인공지능 연구기관의 국내 유치 지원
5. 인공지능 및 인공지능기술 관련 국제기구 및 국제행사의 국내 유치 지원
6. 그 밖에 해외 전문인력의 확보를 위하여 필요한 사항",2026-01-22,"전문인력 확보. 교육훈련, 고용촉진, 해외 전문인력 유치 및 국제교류"
AI 기본법,제22조,"제22조(국제협력 및 해외시장 진출의 지원) ① 정부는 인공지능과 관련한 국제적 동향을 파악하고 국제협력을 추진하여야 한다.
② 정부는 인공지능산업의 경쟁력 강화와 해외시장 진출을 촉진하기 위하여 인공지능산업에 종사하는 개인·기업 또는 단체 등에 대하여 다음 각 호의 지원을 할 수 있다.
1. 인공지능산업 관련 정보·기술·인력의 국제교류
2. 인공지능산업 관련 해외진출에 관한 정보의 수집·분석 및 제공
3. 국가 간 인공지능기술, 인공지능제품 또는 인공지능서비스의 공동 연구·개발 및 국제표준화
4. 인공지능산업 관련 외국자본의 투자유치
5. 인공지능등 관련 해외 전문 학회 및 전시회 참가 등 홍보 및 해외 마케팅
6. 인공지능제품 또는 인공지능서비스의 수출에 필요한 판매체계·유통체계 및 협력체계 등의 구축
7. 인공지능윤리에 관한 국제적 동향 파악 및 국제협력
8. 그 밖에 인공지능산업의 경쟁력 강화와 해외시장 진출 촉진을 위하여 필요한 사항
③ 정부는 제2항 각 호에 따른 지원을 효율적으로 수행하기 위하여 대통령령으로 정하는 바에 따라 공공기관 또는 그 밖의 단체에 이를 위탁하거나 대행하게 할 수 있으며, 이에 필요한 비용을 보조할 수 있다.",2026-01-22,"국제협력 및 해외진출 지원. 국제교류, 해외진출 정보 제공, 투자유치, 국제표준화"
AI 기본법,제22조의2,"제22조의2(인공지능연구소의 설립 및 지원 등) ① 대학, 기업 등 대통령령으로 정하는 자는 단독으로 또는 공동으로 인공지능의 개발·활용에 관한 연구소(이하 “인공지능연구소”라 한다)를 설립·운영할 수 있다.
② 제1항에 따라 대학, 기업 등 대통령령으로 정하는 자가 인공지능연구소를 설립하려는 경우에는 다음 각 호의 요건을 갖추고 과학기술정보통신부장관의 허가를 받아야 한다.
1. 3명 이상의 발기인(發起人)이 있을 것
2. 제5항의 사업을 수행할 수 있는 인력·시설 등의 능력을 보유하고 있을 것
3. 그 밖에 인공지능연구소의 설립·운영을 위하여 필요한 것으로서 대통령령으로 정하는 요건을 갖출 것
③ 인공지능연구소에 소장을 둔다. 인공지능연구소의 소장은 인공지능연구소를 대표하고 인공지능연구소의 업무를 총괄한다.
④ 인공지능연구소의 정관에는 다음 각 호의 사항이 포함되어야 한다.
1. 목적
2. 명칭
3. 사무소의 소재지
4. 자산에 관한 규정
5. 소장의 자격과 임면에 관한 규정
6. 소장의 책임과 권한에 관한 규정
⑤ 인공지능연구소는 업종별·기능별로 다음 각 호의 사업을 수행한다.
1. 인공지능기술 연구개발
2. 인공지능기술과 다른 기술 및 학제 간 융합에 관한 연구개발
3. 인공지능기술 연구개발 성과 관리·이전·활용 및 사업화
4. 인공지능기술 연구개발 전문인력 양성
5. 인공지능기술 연구개발 관련 국제교류·국제협력
6. 그 밖에 인공지능기술 연구개발에 필요한 사항
⑥ 정부와 지방자치단체는 예산의 범위에서 인공지능연구소의 운영과 사업 추진 등에 필요한 경비를 지원할 수 있다.
⑦ 인공지능연구소는 운영에 필요한 재원을 조성하기 위하여 정부·지방자치단체 외의 자로부터 보조금 또는 기부금 등을 받거나, 정관으로 정하는 바에 따라 수익사업을 할 수 있다.
⑧ 인공지능연구소의 소장은 인공지능기술의 연구개발 등을 위하여 필요한 경우 제1항에 따른 대학, 기업 등 대통령령으로 정하는 자와 협의하여 임직원을 파견받거나 겸임근무하게 하여 인공지능연구소의 연구 등을 담당하게 할 수 있으며, 파견받은 임직원의 소속 기관에 필요한 지원을 할 수 있다. 이 경우 필요하면 과학기술정보통신부장관에게 협의를 위한 지원을 요청할 수 있다.
⑨ 인공지능연구소에 관하여 이 법에서 정한 것을 제외하고는 「민법」 중 재단법인에 관한 규정을 준용한다.
⑩ 과학기술정보통신부장관은 인공지능연구소가 다음 각 호의 어느 하나에 해당하는 경우 시정을 명하거나 그 설립허가를 취소할 수 있다. 다만, 제1호 또는 제2호에 해당하는 경우 그 허가를 취소하여야 한다.
1. 거짓이나 그 밖의 부정한 방법으로 설립허가를 받은 경우
2. 목적 달성이 불가능하게 된 경우
3. 제2항에 따른 허가 요건을 충족하지 못하게 된 경우
4. 목적사업 외의 사업을 한 경우
5. 법령, 정관 또는 이 법에 따른 명령을 위반한 경우
6. 공익을 해치는 행위를 한 경우
7. 정당한 사유 없이 설립허가를 받은 날부터 6개월 이내에 목적사업을 시작하지 아니하거나 1년 이상 사업실적이 없는 경우
⑪ 과학기술정보통신부장관은 제10항에 따라 인공지능연구소의 설립허가를 취소하려는 경우에는 청문을 하여야 한다.
⑫ 그 밖에 인공지능연구소의 설립 절차, 운영, 지원 등에 필요한 사항은 대통령령으로 정한다.
[본조신설 2026. 1. 20.]",2026-01-22,"인공지능연구소 설립·운영. 설립허가 요건, 정관 사항, 연구개발 사업, 허가취소 사유"
AI 기본법,제22조의3,"제22조의3(인공지능기술 확보를 위한 연구기관의 설립·운영) 과학기술정보통신부장관은 혁신적인 인공지능기술의 확보를 위하여 필요한 경우 대통령령으로 정하는 바에 따라 인공지능의 개발·활용 등에 관한 연구를 수행하는 기관을 설립·운영할 수 있다.
[본조신설 2026. 1. 20.]",2026-07-21,"혁신 인공지능기술 확보를 위한 연구기관 설립·운영"
AI 기본법,제23조,"제23조(인공지능집적단지 지정 등) ① 국가 및 지방자치단체는 인공지능산업의 진흥과 인공지능 개발·활용의 경쟁력 강화를 위하여 인공지능 및 인공지능기술의 연구·개발을 수행하는 기업, 기관이나 단체의 기능적·물리적·지역적 집적화를 추진할 수 있다.
② 국가 및 지방자치단체는 제1항에 따른 집적화를 위하여 필요한 경우에는 대통령령으로 정하는 바에 따라 인공지능집적단지(이하 “인공지능집적단지”라 한다)를 지정하여 행정적·재정적·기술적 지원을 할 수 있다.
③ 국가 및 지방자치단체는 다음 각 호의 어느 하나에 해당하는 경우 인공지능집적단지의 지정을 취소할 수 있다. 다만, 제1호에 해당하는 경우에는 그 지정을 취소하여야 한다.
1. 거짓이나 그 밖의 부정한 방법으로 지정을 받은 경우
2. 인공지능집적단지 지정의 목적을 달성하기 어렵다고 인공지능집적단지를 지정한 국가 또는 지방자치단체의 장이 인정하는 경우
④ 정부는 제1항에 따른 집적화를 지역에 효과적으로 정착시키기 위하여 관련 업무를 종합적으로 지원하는 전담기관을 설치하거나 지정할 수 있다.
⑤ 정부는 제4항에 따른 전담기관의 운영 및 사업 수행에 필요한 비용의 전부 또는 일부를 출연하거나 보조할 수 있다.
⑥ 그 밖에 인공지능집적단지의 지정 및 지정취소와 제4항에 따른 전담기관의 설치 또는 지정 등에 필요한 사항은 대통령령으로 정한다.",2026-01-22,"인공지능집적단지 지정. 기업·기관 집적화 지원, 지정취소 사유, 전담기관"
AI 기본법,제24조,"제24조(인공지능 실증기반 조성 등) ① 국가 및 지방자치단체는 인공지능사업자가 개발하거나 이전받은 기술의 실증, 성능시험, 제30조에 따른 검·인증등(이하 “실증시험등”이라 한다)을 지원하기 위하여 시험, 평가 등에 필요한 시설·장비·설비 등(이하 “실증기반등”이라 한다)을 구축·운영할 수 있다.
② 국가 및 지방자치단체는 실증시험등을 촉진하기 위하여 대통령령으로 정하는 기관이 보유하고 있는 실증기반등을 인공지능사업자에게 개방할 수 있다.
③ 그 밖에 실증기반등의 구축·운영 및 개방 등에 필요한 사항은 대통령령으로 정한다.",2026-01-22,"실증기반 조성. 실증·성능시험·검인증 시설 구축 및 개방"
AI 기본법,제25조,"제25조(인공지능 데이터센터 관련 시책의 추진 등) ① 정부는 인공지능의 개발·활용 등에 이용되는 데이터센터(이하 “인공지능 데이터센터”라 한다)의 구축 및 운영을 활성화하기 위하여 필요한 시책을 추진하여야 한다.
② 정부는 제1항에 따른 시책을 추진하기 위하여 다음 각 호의 업무를 수행할 수 있다.
1. 인공지능 데이터센터의 구축 및 운영에 필요한 행정적·재정적 지원
2. 중소기업, 연구기관 등의 인공지능 데이터센터 이용 지원
3. 인공지능 데이터센터 등 인공지능 관련 인프라 시설의 지역별 균형 발전을 위한 지원",2026-01-22,"인공지능 데이터센터 시책. 데이터센터 구축·운영 지원, 지역균형 발전"
AI 기본법,제26조,"제26조(한국인공지능진흥협회의 설립) ① 인공지능등과 관련한 연구 및 업무에 종사하는 자는 인공지능의 개발·이용 촉진, 인공지능산업 및 인공지능기술의 진흥, 인공지능등에 대한 교육·홍보 등을 위하여 대통령령으로 정하는 바에 따라 과학기술정보통신부장관의 인가를 받아 한국인공지능진흥협회(이하 “협회”라 한다)를 설립하거나 협회로 지정받을 수 있다.
② 협회는 법인으로 한다.
③ 협회는 다음 각 호의 업무를 수행한다.
1. 인공지능기술, 인공지능제품 또는 인공지능서비스의 이용 촉진 및 확산
2. 인공지능등에 대한 현황 및 관련 통계 조사
3. 인공지능사업자를 위한 공동이용시설의 설치·운영 및 전문인력 양성을 위한 교육 등
4. 인공지능사업자 및 인공지능 관련 전문인력의 해외진출 지원
5. 안전하고 신뢰할 수 있는 인공지능의 개발·활용을 위한 교육 및 홍보
6. 이 법 또는 다른 법률에 따라 협회가 위탁받은 사업
7. 그 밖에 협회의 설립목적을 달성하는 데 필요한 사업으로서 정관으로 정하는 사업
④ 국가 및 지방자치단체는 인공지능산업의 발전과 신뢰 기반 조성을 위하여 필요한 경우 예산의 범위에서 협회의 사업수행에 필요한 자금을 지원하거나 운영에 필요한 경비를 보조할 수 있다.
⑤ 협회 회원의 자격과 임원에 관한 사항, 협회의 업무 등은 정관으로 정하며, 그 밖에 정관에 포함하여야 할 사항은 대통령령으로 정한다.
⑥ 과학기술정보통신부장관은 제1항에 따른 인가를 한 때에는 그 사실을 공고하여야 한다.
⑦ 협회에 관하여 이 법에 규정된 것을 제외하고는 「민법」 중 사단법인에 관한 규정을 준용한다.",2026-01-22,"한국인공지능진흥협회 설립. 협회 업무(이용촉진, 통계조사, 교육·홍보), 정부 지원"
AI 기본법,제27조,"제27조(인공지능 윤리원칙 등) ① 정부는 인공지능윤리의 확산을 위하여 다음 각 호의 사항을 포함하는 인공지능 윤리원칙(이하 “윤리원칙”이라 한다)을 대통령령으로 정하는 바에 따라 제정·공표할 수 있다.
1. 인공지능의 개발·활용 등의 과정에서 사람의 생명과 신체, 정신적 건강 등에 해가 되지 아니하도록 하는 안전성과 신뢰성에 관한 사항
2. 인공지능기술이 적용된 제품·서비스 등을 모든 사람이 자유롭고 편리하게 이용할 수 있는 접근성에 관한 사항
3. 사람의 삶과 번영에의 공헌을 위한 인공지능의 개발·활용 등에 관한 사항
② 과학기술정보통신부장관은 사회 각계의 의견을 수렴하여 윤리원칙이 인공지능의 개발·활용 등에 관여하는 모든 사람에 의하여 실현될 수 있도록 실천방안을 수립하고 이를 공개 및 홍보·교육하여야 한다.
③ 중앙행정기관 또는 지방자치단체의 장이 인공지능윤리기준(그 명칭 및 형태를 불문하고 인공지능윤리에 관한 법령, 기준, 지침, 가이드라인 등을 말한다)을 제정하거나 개정하는 경우 과학기술정보통신부장관은 윤리원칙 및 제2항에 따른 실천방안과의 연계성·정합성 등에 관한 권고 또는 의견의 표명을 할 수 있다.",2026-01-22,"인공지능 윤리원칙. 안전성·신뢰성, 접근성, 인간 존엄 관련 윤리원칙 제정·공표, 실천방안 수립"
AI 기본법,제28조,"제28조(민간자율인공지능윤리위원회의 설치 등) ① 다음 각 호의 기관 또는 단체는 윤리원칙을 준수하기 위하여 민간자율인공지능윤리위원회(이하 “민간자율위원회”라 한다)를 둘 수 있다.
1. 인공지능기술 연구 및 개발을 수행하는 사람이 소속된 교육기관·연구기관
2. 인공지능사업자
3. 그 밖에 대통령령으로 정하는 인공지능기술 관련 기관
② 민간자율위원회는 다음 각 호의 업무를 자율적으로 수행한다.
1. 인공지능기술 연구·개발·활용에 있어서 윤리원칙의 준수 여부 확인
2. 인공지능기술 연구·개발·활용의 안전 및 인권침해 등에 관한 조사·연구
3. 인공지능기술 연구·개발·활용의 절차 및 결과에 관한 조사·감독
4. 해당 기관 또는 단체의 연구자 및 종사자에 대한 윤리원칙 교육
5. 인공지능기술 연구·개발·활용에 적합한 분야별 인공지능윤리 지침 마련
6. 그 밖에 윤리원칙 구현에 필요한 업무
③ 민간자율위원회의 구성·운영 등에 필요한 사항은 해당 기관 또는 단체 등에서 자율적으로 정한다. 다만, 그 구성을 특정한 성(性)으로만 할 수 없으며, 사회적·윤리적 타당성을 평가할 수 있는 경험과 지식을 갖춘 사람 및 그 기관 또는 단체에 종사하지 아니하는 사람을 각각 포함하여야 한다.
④ 과학기술정보통신부장관은 민간자율위원회의 공정하고 중립적인 구성·운영을 위하여 표준 지침 등을 마련하여 보급할 수 있다.",2026-01-22,"민간자율인공지능윤리위원회. 윤리원칙 준수 확인, 안전·인권침해 조사, 윤리지침 마련"
